EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,Teff_StarHorse,e_Teff_StarHorse
211406540.0,KTWO211406540-C05,5.0,31.0,133.07738999999998,11.74066,LC,-6.8,2.0,-6.6,1.9,,,,,11.566,0.084,10.567,0.052000000000000005,11.037,0.18,10.152,0.06,9.847,0.07,,,8.572000000000001,0.021,8.087,0.057,7.922999999999999,0.023,10.204,gri,,814-2361-1,,509-047468,08521856+1144263,,0.997,0.003,1.0,,,,6.0,2.0,14.0,,,0.002,133.07738999999998,11.74066,1002.0,133.07737,11.740611999999999,6.049051567699633e+17,133.07734453033999,11.74064654363,1.0,0.15337464138266732,133.07735726517,11.740629271815,211406540.0,0.9,133.07738799999998,11.74066,0.0,0.15483092534616352,0.95,133.0773934611014,11.7406600727269,0.001,0.001,90.0,6.049051567699631e+17,133.07734453033999,0.0326,11.74064654363,0.0217,1.1925,0.0419,-11.127,0.069,-3.142,0.045,False,1650810.0,468.024,10.144121,720780.0,362.276,10.706881,1310840.0,572.825,9.468044,1.238836,33.59,0.27,12.0,4800.3,0.04,0.015,10.54,53.177,0.191803,08521856+1144263,133.077369,11.740639999999999,0.06,0.06,90.0,8.572000000000001,8.087,7.922999999999999,0.021,0.057,0.023,AAA,111.0,0.0,2451590.6905,0.10086200000000001,1.2208133077307949e+17,133.07738619,11.74076689,0.001,0.001,90.0,1075314688.0,128.0,55942.26116898,11.0,16.0,10.2627,0.001,12.5583,0.001,98360.0,10.4811,0.0638,12.648,0.0332,98360.0,9.3841,0.2094,12.9122,0.1485,98360.0,9.2091,0.001,11.8146,0.001,98360.0,10.4812,,10.9156,0.1,98360.0,0.560516,0.0039,0.0431,4664.69335938,152.8857421799994
211407572.0,KTWO211407572-C05,5.0,31.0,133.13783999999998,11.756678,LC,-8.9,1.2,-6.1,1.4,,,,,14.262,0.03,13.693,0.03,13.989,0.17,13.587,0.08,13.465,0.04,,,12.632,0.026,12.344,0.036000000000000004,12.29,0.025,13.622,gri,,,,509-047482,08523307+1145241,,1.0,0.0,0.92,173.07299999999995,145.78799999999995,115.753,6.0,2.0,14.0,,,0.002,133.13783999999998,11.756678,1070.0,133.13781,11.756684,6.049026828687876e+17,133.13779038671,11.75668105224,1.0,0.0699364121179708,133.13780019335502,11.75668252612,211407572.0,0.9,133.137844,11.756678,0.0,0.15525297450677145,0.95,133.1378395332435,11.7566938493931,0.001,0.0,90.0,6.049026828687876e+17,133.13779038671,0.0218,11.75668105224,0.0146,1.1264,0.0289,-11.175,0.047,-2.972,0.03,False,70838.2,11.5655,13.562695999999999,39569.8,50.545,13.857979,45783.1,32.7888,13.110156,0.7478229999999999,,,0.0,6177.33,0.2582,0.114,1.29,2.169,0.109963,08523307+1145241,133.137797,11.756706,0.06,0.06,90.0,12.632,12.344000000000001,12.29,0.026000000000000002,0.036000000000000004,0.025,AAA,222.0,0.0,2451590.6905,0.091498,1.2210133137865853e+17,133.13779412,11.75668084,0.004,0.002,90.0,503635968.0,60.0,56052.59765046,5.0,60.0,13.8713,0.0017,13.9201,0.0012,115000.0,13.5492,0.0003,13.5945,0.0005,115000.0,13.4858,0.0284,13.5152,0.0156,16892216.0,13.4605,0.0044,13.5033,0.0011,115000.0,13.4527,0.0078,13.4439,0.0087,115000.0,0.057113,0.035,0.2221,6110.87451172,350.4707031299995
211407836.0,KTWO211407836-C05,5.0,31.0,133.04728500000002,11.760538,SC,-4.5,2.3,-2.4,1.7,,,,,13.734000000000002,0.1,12.915,0.06,13.321,0.19,12.675999999999998,0.06,12.498,0.08,,,11.452,0.026,11.082,0.034,10.993,0.02,12.745,gri,,,,509-047456,08521134+1145380,,1.0,0.0,0.962,,,,6.0,2.0,14.0,,,0.001,133.04728500000002,11.760538,1100.0,133.04727,11.760515,6.049055003673499e+17,133.04723589924,11.76053641618,1.0,0.14278915857729246,133.04725294962,11.76052570809,211407836.0,0.9,133.047291,11.760538,0.0,0.14121799196207807,0.95,133.0472842008176,11.7605492728384,0.001,0.001,90.0,6.049055003673499e+17,133.04723589924,0.0327,11.76053641618,0.0212,1.1357,0.0429,-10.982999999999999,0.068,-2.986,0.045,True,155796.0,24.1267,12.706972,78022.4,66.9411,13.120839000000002,112298.0,61.8995,12.135991,0.984848,,,0.0,5333.67,,,2.61,4.973,0.13314700000000002,08521134+1145380,133.04726399999998,11.760562,0.06,0.06,90.0,11.452,11.082,10.993,0.026000000000000002,0.034,0.02,AAA,222.0,0.0,2451590.6905,0.170516,1.2211133047315314e+17,133.04723761,11.760537,0.01,0.002,90.0,906289152.0,108.0,56097.77435185,5.0,70.0,13.369000000000002,,,,114724.0,12.831,,,,114724.0,12.597000000000001,,,,114724.0,12.472000000000001,,,,114724.0,12.4057,0.0072,12.3936,0.0064,115000.0,0.13894,,,5322.45361328,408.625
211407836.0,KTWO211407836-C05,5.0,31.0,133.04728500000002,11.760538,LC,-4.5,2.3,-2.4,1.7,,,,,13.734000000000002,0.1,12.915,0.06,13.321,0.19,12.675999999999998,0.06,12.498,0.08,,,11.452,0.026,11.082,0.034,10.993,0.02,12.745,gri,,,,509-047456,08521134+1145380,,1.0,0.0,0.962,,,,6.0,2.0,14.0,,,0.001,133.04728500000002,11.760538,1100.0,133.04727,11.760515,6.049055003673499e+17,133.04723589924,11.76053641618,1.0,0.14278915857729246,133.04725294962,11.76052570809,211407836.0,0.9,133.047291,11.760538,0.0,0.14121799196207807,0.95,133.0472842008176,11.7605492728384,0.001,0.001,90.0,6.049055003673499e+17,133.04723589924,0.0327,11.76053641618,0.0212,1.1357,0.0429,-10.982999999999999,0.068,-2.986,0.045,True,155796.0,24.1267,12.706972,78022.4,66.9411,13.120839000000002,112298.0,61.8995,12.135991,0.984848,,,0.0,5333.67,,,2.61,4.973,0.13314700000000002,08521134+1145380,133.04726399999998,11.760562,0.06,0.06,90.0,11.452,11.082,10.993,0.026000000000000002,0.034,0.02,AAA,222.0,0.0,2451590.6905,0.170516,1.2211133047315314e+17,133.04723761,11.760537,0.01,0.002,90.0,906289152.0,108.0,56097.77435185,5.0,70.0,13.369000000000002,,,,114724.0,12.831,,,,114724.0,12.597000000000001,,,,114724.0,12.472000000000001,,,,114724.0,12.4057,0.0072,12.3936,0.0064,115000.0,0.13894,,,5322.45361328,408.625
200200463.0,KTWO200200463-C16,16.0,23.0,132.991703,11.762381,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.041,132.991703,11.762381,1113.0,132.99113,11.762734,6.04904778812856e+17,132.99107148556,11.7627553623,0.985,0.22010086308797355,132.99110074278002,11.76274468115,,,,,,,0.985,132.99111775194308,11.7627685852514,0.002,0.001,90.0,6.04904778812856e+17,132.99107148556,0.0584,11.7627553623,0.0328,1.3611,0.0649,-10.52,0.115,-3.071,0.071,False,15834.9,4.72985,15.189329,7165.39,13.9298,15.713289000000001,12569.5,16.3804,14.513622,1.199667,,,0.0,4891.25,0.4585,0.2317,0.86,0.382,0.131778,08515787+1145459,132.99113,11.762775,0.07,0.07,90.0,13.661,13.174000000000001,12.967,0.024,0.031,0.024,AAA,222.0,0.0,2450768.9552,0.1476,1.221113299113458e+17,132.99107224,11.76275673,0.004,0.002,90.0,503635968.0,60.0,56059.48368056,5.0,76.0,15.7994,0.0019,15.8587,0.004,115000.0,15.1614,0.0028,15.2153,0.0022,115000.0,14.8808,0.0023,14.9358,0.0014,115000.0,14.7574,0.0023,14.8062,0.0035,115000.0,14.6704,0.0021,14.6866,0.0076,115000.0,0.2194,0.1192,0.309,,
211409099.0,KTWO211409099-C16,16.0,23.0,133.09101,11.779632,LC,-9.1,1.1,-5.7,1.9,,,,,14.371,0.11,13.781,0.06,14.050999999999998,0.17,13.622,0.07,13.521,0.06,,,12.68,0.026,12.398,0.033,12.336,0.024,13.68,gri,,,,509-047473,08522183+1146467,,1.0,0.0,0.915,241.458,192.62,153.363,15.0,4.0,52.0,,,0.001,133.09101,11.779632,1205.0,133.09098,11.779631,6.049059470439391e+17,133.09094551654,11.77963222838,1.0,0.12160649279574955,133.09096275827,11.779631614189999,211409099.0,0.9,133.091003,11.779632,0.0,0.14182606555003194,0.95,133.0909934355278,11.779644752075301,0.001,0.0,90.0,6.049059470439391e+17,133.09094551654,0.0218,11.77963222838,0.0139,1.0905,0.0284,-10.895,0.046,-2.909,0.03,False,67362.2,12.2278,13.617325,37513.2,57.4616,13.915929,43644.5,26.4652,13.162097,0.753832,,,0.0,6103.67,0.3845,0.1985,1.33,2.205,0.068505,08522183+1146467,133.09096499999998,11.779653,0.06,0.06,90.0,12.68,12.398,12.335999999999999,0.026000000000000002,0.033,0.024,AAA,222.0,0.0,2451590.6905,0.095221,1.2213133091019603e+17,133.09094581,11.77963339,0.006,0.005,90.0,1443160064.0,172.0,55911.17905093,9.0,58.0,13.9227,0.0017,13.9796,0.0016,115000.0,13.6024,0.0006,13.6593,0.0043,115000.0,13.5046,0.0039,13.5499,0.0012,115000.0,13.509,0.0059,13.5565,0.002,115000.0,13.4965,0.0021,13.5249,0.0055,115000.0,0.120799,0.1264,0.2423,6087.67529297,392.10302734000015
200200485.0,KTWO200200485-C16,16.0,23.0,133.040207,11.779693,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.015,133.040207,11.779693,1206.0,133.04006,11.779491,6.049062562815935e+17,133.04001538111,11.77949836102,1.0,0.1594625490546976,133.040037690555,11.779494680510002,,,,,,,1.0,133.0400624827174,11.7795112586164,0.001,0.0,90.0,6.049062562815935e+17,133.04001538111,0.0233,11.77949836102,0.0153,1.1862,0.0298,-10.709000000000001,0.049,-2.9960000000000004,0.031,True,52054.3,9.84856,13.897225,28660.2,24.2129,14.208192000000002,34054.8,28.3613,13.431474,0.776718,,,0.0,5938.67,0.1153,0.055999999999999994,1.14,1.449,0.07345399999999999,08520961+1146462,133.040054,11.779523,0.06,0.06,90.0,12.932,12.642000000000001,12.589,0.027000000000000003,0.03,0.024,AAA,222.0,0.0,2451590.6905,0.117125,1.2213133040098589e+17,133.04001668,11.77949956,0.003,0.003,0.0,503635968.0,60.0,55996.78543981,5.0,59.0,14.2155,0.0034,14.2628,0.0013,115000.0,13.8729,0.0014,13.929,0.0012,115000.0,13.7724,0.0051,13.8234,0.0017,115000.0,13.7724,0.002,13.8169,0.0024,115000.0,13.7543,0.0047,13.7633,0.0005,115000.0,0.155747,0.0026,0.1208,6052.36132812,329.1953125
211409645.0,KTWO211409645-C18,18.0,27.0,133.18812,11.787804,LC,3.9,5.4,3.3,4.4,,,,,,,,,,,,,,,,,14.552,0.032,13.928,0.039,13.806,0.042,16.43,JHK,,,6004-301-5-0117-0361,509-047500,08524511+1147157,,1.0,0.0001,0.738,,,,6.0,2.0,14.0,,,0.009000000000000001,133.18812,11.787804,1234.0,133.18794,11.787649,6.049263223687721e+17,133.18792589095,11.78767702099,0.998,0.11246377444120456,133.18793294547498,11.787663010495,211409645.0,0.9,133.188127,11.787804,0.0,0.8516389841473009,0.949,133.18797579311268,11.7876915706654,0.002,0.001,90.0,6.049263223687721e+17,133.18792589095,0.0588,11.78767702099,0.0397,1.2061,0.0836,-11.345999999999998,0.128,-3.3789999999999996,0.083,False,5243.37,2.73237,16.38934,2021.44,7.11937,17.087238,4753.87,11.870999999999999,15.569301000000001,1.517938,,,0.0,4480.0,0.8033,0.38,0.71,0.184,0.198488,08524511+1147157,133.187976,11.787697999999999,0.14,0.06,90.0,14.552,13.927999999999999,13.806,0.032,0.039,0.042,AAA,222.0,0.0,2451586.8493,0.217284,1.2214133187943571e+17,133.18793929999998,11.7876788,0.003,0.002,0.0,503635968.0,60.0,55894.70923611,5.0,60.0,17.3233,0.0054,17.3953,0.006,115000.0,16.3655,0.0028,16.4283,0.0031,115000.0,15.9496,0.0024,16.0152,0.0048,115000.0,15.7521,0.0008,15.8188,0.008,115000.0,15.6323,0.005,15.6958,0.0054,115000.0,0.10730799999999999,0.2403,0.51,4599.97363281,107.8740234400002
211409862.0,KTWO211409862-C18,18.0,27.0,133.235625,11.790547,LC,-10.0,3.0,-5.0,3.0,,,22.09,0.145,,,,,19.525,0.013,18.064,0.006999999999999999,17.343,0.006,16.956,0.01,15.802,0.073,15.086,0.08900000000000001,14.719,0.081,17.998,gri,,,6004-301-5-0117-0418,,08525655+1147259,,0.833,0.16699999999999998,0.726,3451.392000000001,2814.642000000001,2201.526,6.0,2.0,14.0,,,0.001,133.235625,11.790547,1248.0,133.23561,11.790511,6.049261849298122e+17,133.23559507576,11.790546457510002,0.9690000000000001,0.13805745617298767,133.23560253788,11.790528728755,211409862.0,0.9,133.235628,11.790547,0.0,0.11125624875380656,0.9345,133.23564579932818,11.790557048966804,0.005,0.003,90.0,6.049261849298122e+17,133.23559507576,0.1638,11.790546457510002,0.1056,0.8827,0.2137,-11.532,0.32899999999999996,-2.46,0.21100000000000002,False,1233.51,1.45573,17.96051,366.476,6.28721,18.941273000000002,1314.94,9.2404,16.964653,1.97662,,,0.0,,,,,,0.208321,08525655+1147259,133.235628,11.790547,0.15,0.06,90.0,15.802,15.085999999999999,14.719000000000001,0.073,0.08900000000000001,0.081,AAA,222.0,0.0,2451586.8493,0.144291,1.2214133235613917e+17,133.23560477,11.79054681,0.004,0.002,90.0,503635968.0,60.0,55989.67618056,5.0,63.0,19.3225,0.0065,19.4182,0.0119,115000.0,18.0696,0.0041,18.1556,0.006,115000.0,17.3472,0.0038,17.4346,0.0063,115000.0,17.0258,0.0032,17.0995,0.0065,115000.0,16.8583,0.0032,16.9313,0.0235,115000.0,0.130227,,,,
211410757.0,KTWO211410757-C05,5.0,31.0,133.2822,11.80357,LC,-9.1,1.1,-5.4,1.4,,,,,14.277,0.1,13.691,0.07,13.925999999999998,0.13,13.557,0.1,13.439,0.05,,,12.611,0.021,12.366,0.028,12.284,0.022,13.585,gri,,,,510-048822,08530772+1148129,,1.0,0.0,0.939,142.626,122.722,105.484,6.0,2.0,14.0,,,0.002,133.2822,11.80357,1316.0,133.28216,11.803589,6.049258756921606e+17,133.28214065452,11.80357553697,1.0,0.0836441139986713,133.28215032726,11.803582268485,211410757.0,0.9,133.282202,11.80357,0.0,0.1873682341932673,0.95,133.2821889336032,11.8035879761188,0.001,0.0,90.0,6.049258756921606e+17,133.28214065452,0.0232,11.80357553697,0.0163,1.1662,0.0334,-10.975999999999999,0.051,-2.889,0.032,False,72562.5,13.4495,13.536585,40736.5,43.1991,13.826428,46724.9,37.758,13.088049,0.73838,,,0.0,6252.0,0.23600000000000002,0.1227,1.23,2.07,0.102025,08530772+1148129,133.282196,11.80359,0.07,0.07,0.0,12.610999999999999,12.366,12.284,0.021,0.027999999999999997,0.022000000000000002,AAA,222.0,0.0,2451586.8583,0.126911,1.2216133282208477e+17,133.28214154,11.80357652,0.013000000000000001,0.004,90.0,503635968.0,60.0,56019.10564815,5.0,71.0,13.8503,0.0048,13.8885,0.0014,115000.0,13.5288,0.0036,13.5818,0.0031,115000.0,13.5787,0.0026,13.5375,0.0049,16892472.0,13.4358,0.0001,13.4893,0.002,115000.0,13.423,0.0038,13.462,0.0026,115000.0,0.079058,0.0729,0.1888,6321.43310547,391.99462891000076
200233591.0,KTWO200233591-C18,18.0,27.0,132.99542,11.804786,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,2.0,14.0,,,0.049,132.99542,11.804786,1327.0,132.99499,11.804089,6.049065998789837e+17,132.99492882969,11.80411165293,1.0,0.2304668599273149,132.994959414845,11.804100326465,,,,,,,1.0,132.9949769809242,11.8041248442189,0.001,0.001,90.0,6.049065998789837e+17,132.99492882969,0.0417,11.80411165293,0.024,1.1606,0.0521,-10.947000000000001,0.08199999999999999,-3.0639999999999996,0.049,False,13732.0,4.65385,15.344032,6606.23,13.5979,15.801504000000001,10280.5,16.8829,14.731886,1.069618,,,0.0,5068.07,0.1563,0.0792,0.86,0.43799999999999994,0.136952,08515879+1148148,132.994982,11.804119,0.07,0.07,90.0,13.999,13.597999999999999,13.495999999999999,0.024,0.033,0.035,AAA,222.0,0.0,2450768.9552,0.11161900000000001,1.2216132994974544e+17,132.99493107,11.80411239,0.005,0.003,0.0,503635968.0,60.0,56050.70199074,5.0,57.0,15.87,0.0029,15.9306,0.0029,115000.0,15.2889,0.0026,15.341,0.0018,115000.0,15.0889,0.0028,15.1459,0.0022,115000.0,15.0273,0.0017,15.0807,0.0036,115000.0,14.9735,0.0027,15.0304,0.0046,115000.0,0.224084,0.0666,0.1181,5298.12207031,223.27294922000056
211411199.0,KTWO211411199-C05,5.0,31.0,133.1175,11.809995,LC,-3.1,17.7,-5.6,17.7,,,,,,,,,,,,,,,,,14.94,0.047,14.311,0.038,14.239,0.056,16.68,JHK,,,,510-048774,08522819+1148361,,0.981,0.019,0.626,,,,6.0,2.0,14.0,,,0.001,133.1175,11.809995,1357.0,133.11748,11.809965,6.049061188426216e+17,133.11745330312002,11.809998636589999,0.982,0.15334008622506298,133.11746665156,11.809981818295,211411199.0,0.9,133.117496,11.809995,0.0,0.1137855419074676,0.941,133.11750377297278,11.8100100884999,0.003,0.002,90.0,6.049061188426216e+17,133.11745330312002,0.0724,11.809998636589999,0.0488,0.9464,0.1079,-11.474,0.166,-2.66,0.102,False,3924.88,2.51868,16.7038,1527.6,10.3,17.391363000000002,3543.07,11.3453,15.888473000000001,1.502891,,,0.0,4715.51,0.977,0.48100000000000004,0.68,0.20600000000000002,0.182661,08522819+1148361,133.117481,11.810037,0.06,0.06,90.0,14.94,14.311,14.239,0.047,0.038,0.055999999999999994,AAA,222.0,0.0,2451590.6904,0.25922399999999995,1.2217133117470253e+17,133.11745979,11.80999501,0.011000000000000001,0.004,0.0,503635968.0,60.0,55894.91278935,5.0,71.0,17.656,0.0052,17.7352,0.0059,115000.0,16.6536,0.0028,16.7161,0.0041,115000.0,16.2626,0.0028,16.3425,0.0102,115000.0,16.0745,0.0057,16.1338,0.0065,115000.0,15.9588,0.0021,16.0173,0.0097,115000.0,0.129397,0.3589,0.5529999999999999,4649.95800781,178.88916015999985
211411477.0,KTWO211411477-C16,16.0,23.0,133.09461000000002,11.813881,LC,-5.0,3.4,-1.1,7.1,,,,,,,,,,,,,,,,,13.402,0.029,13.09,0.032,13.038,0.03,14.548,JHK,,,,510-048766,08522269+1148500,,0.999,0.002,0.887,300.978,244.93,207.622,15.0,4.0,52.0,,,0.001,133.09461000000002,11.813881,1381.0,133.09458,11.813881,6.049061532023644e+17,133.09454461853,11.813894879060001,1.0,0.13431447966971954,133.094562309265,11.81388793953,211411477.0,0.9,133.094603,11.813881,0.0,0.14554384837138254,0.95,133.0945923037064,11.8139070934641,0.001,0.001,90.0,6.049061532023645e+17,133.09454461853,0.0258,11.813894879060001,0.0166,1.1378,0.0355,-10.841,0.055999999999999994,-2.8369999999999997,0.035,False,29999.3,6.61415,14.495588,15761.1,15.2183,14.857425,20619.7,16.5979,13.976213000000001,0.8812110000000001,,,0.0,5755.61,0.1578,0.0625,0.96,0.9159999999999999,0.103459,08522269+1148500,133.094565,11.813912,0.06,0.06,90.0,13.402000000000001,13.09,13.038,0.028999999999999998,0.032,0.03,AAA,222.0,0.0,2451590.6904,0.123484,1.2217133094591715e+17,133.09455409,11.81388996,0.017,0.013999999999999999,0.0,503635968.0,60.0,55939.32653935,5.0,78.0,14.8911,0.0032,14.9474,0.0031,115000.0,14.4642,0.0022,14.5074,0.001,115000.0,14.3324,0.002,14.3755,0.0018,115000.0,14.2994,0.0033,14.3413,0.0058,115000.0,14.2754,0.0019,14.294,0.0039,115000.0,0.096831,0.0079,0.1571,5930.46435547,191.92919922000056
211411553.0,KTWO211411553-C05,5.0,31.0,133.23438000000002,11.814967,LC,-9.7,0.9,-6.9,1.4,,,,,13.582,0.11,12.57,0.07,13.052,0.13,12.285,0.09,12.005999999999998,0.04,,,10.839,0.023,10.315,0.026,10.224,0.02,12.32,gri,,,,510-048813,08525625+1148539,,1.0,0.0,0.974,,,,6.0,2.0,14.0,,,0.002,133.23438000000002,11.814967,1386.0,133.23433,11.814997,6.049266316064096e+17,133.23433144091,11.81496799704,1.0,0.10453403681409563,133.234330720455,11.81498249852,211411553.0,0.9,133.234386,11.814967,0.0,0.20262345740083693,0.95,133.2343799143938,11.8149813510814,0.001,0.001,90.0,6.049266316064096e+17,133.23433144091,0.036000000000000004,11.81496799704,0.0244,1.1194,0.0487,-11.02,0.076,-3.102,0.049,True,228936.0,32.9274,12.28908,104048.0,107.755,12.808303,177941.0,91.2643,11.636229,1.172074,33.32,0.35,18.0,4959.74,,,3.84,8.038,0.184687,08525625+1148539,133.234375,11.814983,0.15,0.06,90.0,10.839,10.315,10.224,0.023,0.026000000000000002,0.02,AAA,222.0,0.0,2451586.8493,0.16638499999999998,1.2217133234407848e+17,133.23433894,11.81496573,0.21,0.025,90.0,604299264.0,72.0,55969.40627315,5.0,75.0,13.109000000000002,,,,114724.0,12.401,,,,65572.0,12.116,,,,32804.0,11.965,,,,114724.0,11.876,,,,114724.0,0.116897,,,4925.36132812,137.4755859299994
211411621.0,KTWO211411621-C18,18.0,27.0,133.193745,11.816047,LC,-7.5,1.7,-6.6,2.1,,,,,15.523,0.14,14.675,0.04,15.069,0.15,14.429,0.08,14.224,0.05,,,13.175,0.027000000000000003,12.765999999999998,0.029,12.687,0.026,14.477,gri,,,,510-048802,08524649+1148579,,1.0,0.0,0.861,253.087,213.431,187.453,6.0,2.0,14.0,,,0.002,133.193745,11.816047,1397.0,133.19368,11.816046,6.049264941674604e+17,133.19367571819998,11.816052568539998,0.9990000000000001,0.028050163400822347,133.19367785909998,11.816049284270001,211411621.0,0.9,133.19374,11.816047,0.0,0.21912126113106845,0.9495,133.19372538525658,11.8160633937391,0.001,0.001,90.0,6.049264941674604e+17,133.19367571819998,0.0293,11.816052568539998,0.0198,1.0871,0.0405,-11.290999999999999,0.062,-2.5140000000000002,0.040999999999999995,False,31620.5,5.9961699999999984,14.438444,15588.7,19.3911,14.869361999999999,23025.3,27.589000000000002,13.856404999999999,1.0129569999999999,,,0.0,5311.0,0.792,0.3735,1.24,1.105,0.171747,08524649+1148579,133.193731,11.816088,0.15,0.06,90.0,13.175,12.765999999999998,12.687000000000001,0.027000000000000003,0.028999999999999998,0.026000000000000002,AAA,222.0,0.0,2451586.8493,0.234855,1.2217133193723976e+17,133.19367928,11.81605161,0.004,0.002,0.0,503635968.0,60.0,56042.34179398,5.0,63.0,14.9299,0.0025,14.9854,0.002,115000.0,14.3914,0.0021,14.4413,0.0021,115000.0,14.2107,0.0021,14.2653,0.0027,115000.0,14.1591,0.0031,14.2027,0.0031,115000.0,14.1089,0.0021,14.1265,0.0058,115000.0,0.020355,0.2769,0.4270000000000001,5770.64355469,307.86083984000015
211411723.0,KTWO211411723-C05,5.0,31.0,133.18503,11.817472,LC,-8.8,2.2,-7.1,2.5,,,,,17.248,0.07,16.162,0.18,16.730999999999998,0.15,15.702,0.15,15.263,0.05,,,13.912,0.027000000000000003,13.32,0.039,13.214,0.033,15.704,gri,,,,510-048800,08524441+1149029,,1.0,0.0,0.841,,,,6.0,2.0,14.0,,,0.001,133.18503,11.817472,1404.0,133.18501,11.817446,6.049264941674614e+17,133.18499721741,11.817468237109999,1.0,0.09185509763414493,133.18500360870502,11.817457118555,211411723.0,0.9,133.18502800000002,11.817472,0.0,0.10127719758939006,0.95,133.18504450232442,11.8174802875142,0.001,0.001,90.0,6.049264941674614e+17,133.18499721741,0.046,11.817468237109999,0.0307,1.1113,0.0611,-10.75,0.096,-2.799,0.063,False,10406.8,3.8298699999999997,15.645076999999999,4177.19,12.073,16.299177,9085.86,13.7998,14.866005,1.433172,,,0.0,4470.0,1.024,0.5723,1.1,0.4320000000000001,0.173254,08524441+1149029,133.185055,11.817487,0.15,0.06,90.0,13.912,13.32,13.214,0.027000000000000003,0.039,0.033,AAA,222.0,0.0,2451586.8493,0.216631,1.2218133185007149e+17,133.18500032,11.81746659,0.006999999999999999,0.001,90.0,503635968.0,60.0,56003.82137731,5.0,73.0,16.5057,0.0031,16.5659,0.0069,115000.0,15.6244,0.0029,15.6769,0.0018,115000.0,15.2276,0.0034,15.2871,0.003,115000.0,15.0727,0.0018,15.1165,0.0035,115000.0,14.9565,0.0041,14.9945,0.0061,115000.0,0.081595,0.3393,0.6668,5232.27294922,192.43603515999985
