,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
193,219664556.0,,KTWO219664556-C07,7.0,9.0,289.09038,-16.164196,LC,-1.7,2.2,-28.7,2.2,,,,,11.36,0.068,10.737,0.063,10.984000000000002,0.02,10.592,0.03,10.439,0.05,,,9.592,0.021,9.31,0.023,9.256,0.023,10.602,gri,,6296-1217-1,,370-168547,19162169-1609510,AAA-222-111-000-0-0,0.977,0.023,1.0,,,,10.0,4.0,32.0,,,0.002,289.09038,-16.164196,289.090375,-16.1641667,191621691609510.0,0.9,,,,,,289.090375,-16.1641667,,,,,,289.090375,-16.1641667,,,,,,0.9,289.0904074714818,-16.1641977152947,0.025,0.023,90.0,4.184128659835432e+18,289.09039735880003,0.8123,-16.16430816419,0.7245,-6.2278,0.81,-2.256,1.581,-25.653000000000002,1.4769999999999999,True,1073490.0,355.417,10.611369999999999,579325.0,575.668,10.944082,713569.0,957.007,10.12833,0.815752,,,0.0,5809.75,,0.2595666666666666,,,0.095188,19162169-1609510,289.090402,-16.164189999999998,0.06,0.06,45.0,9.592,9.31,9.256,0.021,0.023,0.023,AAA,222.0,0.0,2451319.796,0.079076,8.860289090522322e+16,289.09041535,-16.16429187,0.001,0.001,90.0,1141006336.0,136.0,51493.34030093,2.0,58.0,,,16484.0,,,16484.0,,,16484.0,,,65636.0,,,114788.0,0.366137,0.2030153846153846,0.4633076923076923,,,0.0003594120463484797,0.001078346793300031,0.0014551655156709285,0.5561853333333334,0.3331664614701543,,,,,,,,,,,0.0,0.0,10
194,219855372.0,"g-J outlier, g-i outlier, g-H outlier, g-K outlier, r-z outlier",KTWO219855372-C07,7.0,9.0,289.340535,-15.59977,LC,2.6,1.7,-25.5,1.7,,,,,11.655,0.08,11.073,0.079,11.354,0.04,10.969,0.03,10.802,0.06,,,9.95,0.024,9.695,0.021,9.585,0.019,10.968,gri,,6296-1857-1,,373-167643,19172172-1535592,AAA-222-111-000-0-0,0.99,0.01,0.984,117.563,101.676,83.116,10.0,4.0,32.0,,,0.003,289.340535,-15.59977,289.3405,-15.599777800000002,191721721535592.0,0.9,,,,,,289.3405,-15.599777800000002,,,,,,289.3405,-15.599777800000002,,,,,,0.9,289.34049297337015,-15.5998013618248,0.003,0.002,90.0,4.184188961192148e+18,289.34051149221,0.066,-15.59992805332,0.0537,3.7807,0.0671,4.143,0.171,-29.425,0.122,False,762460.0,480.733,10.982822,411576.0,1168.19,11.315263,504741.0,816.4810000000001,10.504249,0.811014,35.58,2.06,2.0,5798.67,0.469,0.2287,1.44,2.104,0.184342,19172172-1535592,289.340531,-15.599794000000001,0.06,0.06,90.0,9.846949003779887,9.634030002236367,9.54566200144291,0.024297688245263325,0.02111949036598507,0.019055054878483735,AAA,222.0,0.0,2451319.8053,0.087506,8.92828934067303e+16,289.34050731,-15.59992965,0.48100000000000004,0.377,90.0,302145536.0,36.0,56331.59569444,0.0,53.0,13.498360016775132,0.016870673162596654,16778264.0,10.918890012478828,0.0281379310120937,24.0,10.73167000939846,0.04744615988161655,24.0,12.627330007386208,0.00747663705950253,16778264.0,10.849610006022454,0.00612361559395037,16777752.0,0.582704,0.2030153846153846,0.4633076923076923,,,0.0006843437647700551,0.003077316415417141,0.0017548936118619227,0.582314,0.3331803719278324,14.254128310593567,0.013983669096928325,11.299418139548736,0.029708516485857706,10.997419168626376,0.04651256732096755,12.699606743546406,0.02437909383400304,11.269760301797286,0.06832488724799651,0.12999999523162842,0.004783383011817938,10
195,219296218.0,,KTWO219296218-C07,7.0,9.0,288.80247,-17.086725,LC,-0.6,2.8,-31.2,3.1,,,,,11.712,0.073,11.132,0.071,11.277,0.03,10.903,0.03,10.754,0.07,,,9.922,0.021,9.676,0.024,9.68,0.023,10.911,gri,,6300-98-1,,365-169693,19151260-1705121,AAA-222-111-000-0-0,0.982,0.018000000000000002,1.0,125.019,107.496,98.698,10.0,1.0,29.0,,,0.003,288.80247,-17.086725,288.8025,-17.0866944,191512601705121.0,0.7,288.802491713,-17.0867123491,0.9685755712637508,219296218.0,0.07062938973387405,288.8024958565,-17.086703374549998,4.0877996215077407e+18,288.80249,-17.08683,0.9,0.456296871270396,288.80249439237497,-17.0867350309125,288.80248664572,-17.08682800633,4.0877996215077407e+18,1.0,0.33577133027015904,0.8921438928159378,288.8024917126541,-17.086712349093197,0.001,0.001,90.0,4.0877996215077407e+18,288.80248664572,0.0478,-17.08682800633,0.0464,3.3939999999999997,0.0587,-1.125,0.096,-26.862,0.077,False,814366.0,320.27099999999996,10.911316000000001,450098.0,400.496,11.218121,524932.0,437.983,10.461661,0.756459,43.73,0.84,3.0,5924.0,0.4867,0.2403,1.58,2.77,0.087502,19151260-1705121,288.802513,-17.086695000000002,0.06,0.06,45.0,9.874438001063094,9.647860000628977,9.661844000405818,0.026865600768620376,0.02596689693630519,0.023872840467111002,AAA,222.0,0.0,2451319.779,0.18318900000000002,8.749288802586627e+16,288.80270439,-17.08664038,0.19,0.096,90.0,1141170176.0,136.0,55521.11387731,5.0,69.0,,,114788.0,,,65636.0,,,32868.0,,,65636.0,,,114788.0,0.8621709999999999,0.2030153846153846,0.4633076923076923,,,0.00042691057948765097,0.0009656556241472629,0.0009055186706867373,0.516159,0.3331641684889096,,,,,,,,,,,0.05999999865889549,0.02113776907324791,10
196,219520438.0,,KTWO219520438-C07,7.0,9.0,287.94711,-16.546838,LC,-1.0,2.3,-26.9,2.4,,,,,11.755,0.096,11.152,0.086,11.359000000000002,0.06,10.944,0.04,10.775,0.05,,,,,,,,,10.951,gri,,6283-1022-1,,368-167778,,,0.986,0.014,0.999,197.084,151.239,126.376,10.0,3.0,31.0,,,0.004,287.94711,-16.546838,287.947125,-16.5468056,191147311632485.0,0.9,287.94713791099997,-16.5468414736,0.432828312005594,219520438.0,0.13661459233792708,287.94713145549997,-16.546823536799998,4.088073876634321e+18,287.94714,-16.546960000000002,0.9,0.492151622672269,287.94713359162495,-16.5468576526,287.94713572695,-16.54695591224,4.088073876634321e+18,1.0,0.3538114474385357,0.8082070780013985,287.94713791066846,-16.5468414736114,0.001,0.001,90.0,4.088073876634321e+18,287.94713572695,0.0397,-16.54695591224,0.0404,3.2355,0.047,-0.486,0.076,-26.579,0.068,False,747705.0,628.9490000000002,11.00404,408271.0,590.071,11.324017999999999,484030.0,379.361,10.549738,0.77428,,,0.0,5775.0,0.706,0.349,1.68,2.821,0.097126,19114731-1632485,287.947125,-16.546816,0.11,0.11,163.0,,9.736480000838636,,,0.03504363270992208,,UAU,626.0,0.0,2450952.7383,0.09461599999999999,8.81428794717042e+16,287.94713899,-16.54694891,0.044000000000000004,0.02,90.0,1141170176.0,136.0,54526.36461806,4.0,81.0,,,32868.0,,,100.0,,,32868.0,,,100.0,,,114788.0,0.41161800000000004,0.2030153846153846,0.4633076923076923,,,0.0009129077032841316,0.0015680734661519084,0.0008506180356313028,0.42528,0.33316631449697454,,,,,,,,,,,0.07999999821186066,0.003727499395608902,10
197,219774323.0,,KTWO219774323-C07,7.0,9.0,288.874185,-15.851352,LC,-5.8,1.8,-28.8,1.9,,,,,11.722,0.08,11.242,0.085,11.605,0.02,11.186,0.03,11.024,0.05,,,10.173,0.026,9.923,0.026,9.844,0.025,11.198,gri,,6296-483-1,,371-164958,19152981-1551047,AAA-222-111-000-0-0,0.995,0.005,0.978,102.294,85.06700000000002,77.723,10.0,4.0,32.0,,,0.004,288.874185,-15.851352,288.8742083,-15.851305599999998,191529811551047.0,0.9,288.874245331,-15.851329471800005,0.738742766825605,219774323.0,0.1543745414497091,288.8742268155001,-15.8513175359,4.1841576594698383e+18,288.87424,-15.85145,0.9,0.4790516603672271,288.87423011162497,-15.851350651925001,288.87424285593,-15.85144553996,4.1841576594698383e+18,1.0,0.3444362716345648,0.8846856917064012,288.87424533119616,-15.851329471774099,0.001,0.001,90.0,4.1841576594698383e+18,288.87424285593,0.0412,-15.85144553996,0.0407,3.1735,0.0625,-0.5529999999999999,0.086,-26.958000000000002,0.068,False,621689.0,253.125,11.204433,331544.0,405.954,11.550035000000001,416978.0,656.066,10.711637,0.838399,40.5,1.4,5.0,5786.0,0.7878,0.379,1.55,2.437,0.224122,19152981-1551047,288.874247,-15.851332000000001,0.06,0.06,90.0,10.077876002126187,9.866720001257956,9.807688000811636,0.027324055723793084,0.026471018442370365,0.02520492890112207,AAA,222.0,0.0,2451319.7861,0.226463,8.897288874212872e+16,288.87426339,-15.85141965,0.147,0.136,90.0,1141170176.0,136.0,56054.49370369999,5.0,73.0,,,65636.0,,,16484.0,,,65636.0,,,98404.0,,,114788.0,0.364704,0.2030153846153846,0.4633076923076923,,,0.00044197507620996585,0.0013285999295361475,0.001706936155477351,0.459399,0.3331685602197044,,,,,,,,,,,0.11999999731779099,0.010599999874830249,10
198,219426848.0,,KTWO219426848-C07,7.0,9.0,289.522365,-16.778862,LC,-4.2,2.2,-15.6,2.8,,,,,14.185,0.02,13.183,0.02,13.678,0.03,12.823,0.04,12.521,0.06,,,11.253,0.024,10.695,0.026,10.584,0.021,12.868,gri,,,,367-163280,19180536-1646438,AAA-222-111-000-0-0,0.997,0.004,0.945,541.557,533.174,507.543,10.0,1.0,29.0,,,0.004,289.522365,-16.778862,289.5223333,-16.778833300000002,191805361646438.0,0.9,289.52235754599997,-16.7788630652,0.992690165410008,219426848.0,0.1358896527691808,289.522345423,-16.7788481826,4.183861684680804e+18,289.52235,-16.778979999999994,0.9,0.4748047912273134,289.52234656725,-16.778881136949998,289.52235206212004,-16.77897571164,4.183861684680804e+18,1.0,0.3409952490550185,0.9481725413525021,289.5223575457275,-16.7788630652122,0.001,0.001,90.0,4.183861684680804e+18,289.52235206212004,0.040999999999999995,-16.77897571164,0.0383,3.2937,0.0488,-1.219,0.078,-26.163,0.062,False,145053.0,305.476,12.784549,63415.2,489.219,13.345904,115543.0,768.2669999999997,12.105063000000001,1.240842,,,0.0,4835.56,0.904,0.446,1.11,0.607,0.025976999999999997,19180536-1646438,289.522362,-16.778856,0.06,0.06,90.0,11.226899255118147,10.67955752573535,10.574036476092788,0.024692749079078292,0.026226089665138987,0.02111670943056081,AAA,222.0,0.0,2451319.8083,0.023947,8.786289522357566e+16,289.52235307,-16.7789675,0.071,0.055,0.0,1443160064.0,172.0,55836.14902778,9.0,93.0,13.489064979822935,0.028559874175146844,115000.0,12.968831652130932,,114724.0,12.624102096427231,,16420.0,12.423997030626982,,114724.0,12.270713976553829,0.01004194449040103,16892216.0,0.382019,0.2030153846153846,0.4633076923076923,,,0.0022841141112990232,0.008343810618529348,0.007195367680844102,0.794842,0.3333436713089954,13.732620115958122,,13.08849763092807,,12.680855571637276,,12.439956120235754,,12.346129158123034,,0.03292638435959816,0.007326748222112656,10
199,219581534.0,,KTWO219581534-C07,7.0,9.0,288.937935,-16.387760999999998,LC,-2.0,2.4,-30.2,2.5,,,,,11.961,0.115,11.495,0.111,12.054,0.02,11.622,0.03,11.472,0.07,,,10.574000000000002,0.022,10.317,0.024,10.253,0.023,11.647,gri,,6296-654-1,,369-165475,19154511-1623157,AAA-222-111-000-0-0,0.999,0.0006,0.973,79.251,66.888,56.075,10.0,4.0,32.0,,,0.003,288.937935,-16.387760999999998,288.9379583,-16.3876944,191545111623157.0,0.9,288.937982649,-16.387712353599998,0.99994352013676,219581534.0,0.1060633877510334,288.9379704745,-16.387703376799998,4.08786050696549e+18,288.93798,-16.387829999999994,0.9,0.4570291425816681,288.937972855875,-16.3877350326,288.93797658902,-16.38782669901,4.08786050696549e+18,1.0,0.3302508566777953,0.9499858800341899,288.9379826490074,-16.387712353590697,0.001,0.001,90.0,4.08786050696549e+18,288.93797658902,0.0455,-16.38782669901,0.0323,3.1959,0.0445,-1.35,0.085,-26.558000000000003,0.062,False,414250.0,109.56,11.645209,220856.0,528.206,11.991114999999999,278113.0,304.378,11.151365,0.839749,,,0.0,5758.0,0.3047,0.1543,1.27,1.604,0.24031599999999997,19154511-1623157,288.9379830000001,-16.387695,0.06,0.06,90.0,10.558146000354366,10.30762000020966,10.246948000135273,0.02640645288787202,0.025508147045857923,0.023666057026877255,AAA,222.0,0.0,2451319.7865,0.289718,8.833288937980504e+16,288.93797854,-16.38782093,0.14300000000000002,0.022000000000000002,0.0,604299264.0,72.0,55704.95177083,6.0,48.0,,,100.0,,,100.0,,,100.0,,,32868.0,,,98404.0,0.26298299999999997,0.2030153846153846,0.4633076923076923,,,0.0002871153436522784,0.002593579881237299,0.001187623391449872,0.685449,0.3331737501904666,,,,,,,,,,,0.019999999552965164,0.018424144759774205,10
200,219766926.0,,KTWO219766926-C07,7.0,9.0,288.788565,-15.873346,LC,0.7,2.0,-29.1,2.1,,,,,12.232,0.172,11.652,0.14,11.655,0.01,11.237,0.05,11.054,0.07,,,10.232,0.026,9.94,0.025,9.891,0.021,11.234000000000002,gri,,6296-435-1,,371-164825,19150925-1552241,AAA-222-111-000-0-0,0.957,0.043,0.89,1246.312,1197.41,1031.617,10.0,4.0,32.0,,,0.005,288.788565,-15.873346,288.7885417,-15.8733611,191509251552241.0,0.9,288.788557843,-15.873359631700001,0.9354864693987892,219766926.0,0.05614816469956032,288.7885497715,-15.87336036585,4.184198788077656e+18,288.78855,-15.87348,0.9,0.4306836668121312,288.7885498286251,-15.8733902743875,288.78855395813,-15.873476948050001,4.184198788077656e+18,1.0,0.312352664930483,0.9338716173496971,288.78855784341783,-15.8733596316748,0.001,0.001,90.0,4.184198788077656e+18,288.78855395813,0.0355,-15.873476948050001,0.0357,3.2987,0.0444,-0.868,0.07,-27.248,0.063,False,589510.0,229.787,11.262138,317240.0,358.207,11.597918,392728.0,341.48199999999997,10.776689,0.8212290000000001,41.02,1.57,2.0,5833.33,0.564,0.278,1.43,2.133,0.054976,19150925-1552241,288.788558,-15.873363000000001,0.06,0.06,90.0,10.206108141187206,9.924681112926454,9.8811162148647,0.032702370854610696,0.027617472241632985,0.02232337210003642,AAA,222.0,0.0,2451319.7799,0.065825,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2030153846153846,0.4633076923076923,,,0.0004231301479817415,0.0012252518694799847,0.0009436512651294406,0.5432290000000001,0.3331651278719203,,,,,,,,,,,0.03266287222504616,0.025022643581032747,10
201,219409830.0,r-z outlier,KTWO219409830-C07,7.0,9.0,288.430605,-16.819732000000002,LC,-2.2,1.1,-33.3,7.4,,,,,13.071,0.02,12.348,0.01,12.681,0.01,12.163,0.03,11.941,0.05,,,11.128,0.023,10.771,0.024,10.723,0.023,12.163,gri,,,,366-165332,19134334-1649109,AAA-222-111-000-0-0,0.958,0.042,0.946,200.364,169.78599999999997,161.496,10.0,3.0,31.0,,,0.003,288.430605,-16.819732000000002,288.4305833,-16.8196944,191343341649109.0,0.7,288.430599671,-16.8197373671,0.9992603488575128,219409830.0,0.1646479944378374,288.4305914855001,-16.81971588355,4.088004611707768e+18,288.4306,-16.81985,0.9,0.4837099202131721,288.4305936141252,-16.8197494126625,288.43059653787014,-16.81984817895,4.088004611707768e+18,1.0,0.3557013529956278,0.8998150872143782,288.4305996705068,-16.8197373671393,0.002,0.001,90.0,4.088004611707768e+18,288.43059653787014,0.0492,-16.81984817895,0.0647,3.1944,0.0955,-0.696,0.10800000000000001,-25.737,0.078,True,231743.0,48.3028,12.275851,118442.0,197.09400000000002,12.66762,162366.0,170.36900000000003,11.735684,0.9319350000000001,42.86,1.42,3.0,5418.67,0.239,0.11699999999999999,1.09,0.925,0.026657,19134334-1649109,288.430606,-16.819712,0.06,0.06,45.0,11.081829758834093,10.743683432437479,10.705375280715524,0.02568706224296507,0.02493582015474199,0.023410764314681313,AAA,222.0,0.0,2450952.7579,0.07208200000000001,8.781288430337678e+16,288.43050617,-16.81974475,0.121,0.102,0.0,302309376.0,36.0,56157.48826389,0.0,23.0,12.853296621140837,0.05077113614464502,16777752.0,13.411274717886746,0.03793196002940163,16778264.0,12.131500523100794,0.030565513079998552,16.0,11.97727960947901,0.022364862391087613,24.0,11.958137473706902,0.02385935292558316,536.0,0.343647,0.07200000000000001,0.1991,,,0.00022627925754037647,0.0018052231599591368,0.0011386547225965505,0.8149350000000001,0.1355668022239757,13.17484248682486,0.0021681764812313538,13.596870197031107,0.0037371716125971298,12.237722950075913,0.011200218287674705,12.035906665443685,0.001879162641493618,12.056741244098971,0.01612538570309655,0.05824428051710129,0.014429018497467042,10
202,219601739.0,,KTWO219601739-C07,7.0,9.0,288.617385,-16.33396,LC,-0.3,3.0,-27.4,3.2,,,,,12.316,0.191,11.85,0.17600000000000002,12.648,0.01,12.157,0.04,11.93,0.05,,,11.002,0.022,10.677,0.022,10.604,0.023,12.145,gri,,6296-478-1,,369-164930,19142816-1620023,AAA-222-111-000-0-0,0.988,0.012,0.961,137.71,119.185,100.012,10.0,4.0,32.0,,,0.004,288.617385,-16.33396,288.6173333,-16.333972199999998,191428161620023.0,0.9,288.61734868400004,-16.3339843555,0.991325235893438,219601739.0,0.0688442708405611,288.617340992,-16.333978277750006,,,,,,288.617340992,-16.333978277750006,288.61734463576,-16.33409926001001,4.088057521393631e+18,1.0,0.4357180118050053,0.963775078631146,288.617348683749,-16.3339843554946,0.004,0.003,90.0,4.088057521393631e+18,288.61734463576,0.0591,-16.33409926001001,0.0495,3.175,0.0966,-0.902,0.257,-26.688000000000002,0.162,False,253739.0,52.5523,12.177399000000001,130044.0,210.68099999999998,12.566164,177222.0,187.24599999999998,11.640627,0.925537,43.63,1.34,5.0,5458.33,0.3647,0.163,1.13,1.021,0.153063,19142816-1620023,288.617353,-16.333973,0.06,0.06,90.0,10.938584001417459,10.639480000838637,10.579792000541092,0.023905954912574082,0.022685399794207865,0.02327551832378565,AAA,222.0,0.0,2450952.7679,0.120048,8.839288617342952e+16,288.61734092,-16.33409607,0.188,0.076,0.0,604299264.0,72.0,55569.43119213,4.0,73.0,,,114788.0,,,100.0,,,100.0,,,114788.0,,,65636.0,0.512977,0.2030153846153846,0.4633076923076923,,,0.0002248453209316018,0.001757550506409457,0.001146541837932241,0.762537,0.3331681471149784,,,,,,,,,,,0.07999999821186066,0.011799998879432679,10
203,219755108.0,,KTWO219755108-C07,7.0,9.0,288.553905,-15.908121,LC,-0.3,2.6,-29.5,1.6,,,,,12.964,0.01,12.143,0.02,12.518,0.03,11.915,0.04,11.669,0.06,,,10.608,0.021,10.251,0.022,10.167,0.021,11.923,gri,,,,371-164424,19141294-1554291,AAA-222-111-000-0-0,0.997,0.003,0.957,135.759,115.079,105.08,10.0,4.0,32.0,,,0.002,288.553905,-15.908121,288.5539167,-15.9080833,191412941554291.0,0.9,,,,,,288.5539167,-15.9080833,,,,,,288.5539167,-15.9080833,,,,,,0.9,288.5539216280441,-15.9081310047221,0.001,0.001,90.0,4.1842005017591393e+18,288.55390870421,0.0402,-15.908238202589999,0.0356,3.1993,0.0442,-2.887,0.079,-24.898000000000003,0.076,False,313021.0,59.9934,11.949433,151527.0,254.109,12.400166,230158.0,203.797,11.356854,1.043311,,,0.0,5117.0,,0.2595666666666666,1.45,1.3030000000000002,0.06790700000000001,19141294-1554291,288.55393399999997,-15.908106,0.07,0.06,0.0,10.560438001063092,10.222860000628977,10.148844000405818,0.022336313332799805,0.022455992731866475,0.021199971561046166,AAA,222.0,0.0,2450952.7648,0.11400199999999999,8.891288553795056e+16,288.55390775,-15.90823613,0.16899999999999998,0.027000000000000003,90.0,604299264.0,72.0,54761.63023148,3.0,22.0,,,114724.0,,,4.0,,,16420.0,,,32804.0,,,114724.0,0.41457700000000003,0.2030153846153846,0.4633076923076923,,,0.00020807155164022034,0.0018192418706796515,0.0009609567154635475,0.7837443333333335,0.33316789129334207,,,,,,,,,,,0.05999999865889549,0.009600000903010365,10
204,219256928.0,,KTWO219256928-C07,7.0,9.0,289.10325,-17.177103,LC,1.7,7.7,-26.7,1.6,,,,,13.464,0.01,12.687,0.03,13.021,0.02,12.479,0.01,12.263,0.01,,,11.285,0.023,10.963,0.024,10.853,0.021,12.49,gri,,,,365-170303,19162477-1710375,AAA-222-111-000-0-0,0.977,0.023,0.8809999999999999,164.64,133.436,116.102,10.0,1.0,29.0,,,0.002,289.10325,-17.177103,289.1032083,-17.1770833,191624771710375.0,0.7,289.10325289900004,-17.1771022971,0.997973839506693,219256928.0,0.16794988984383344,289.1032305995,-17.17709279855,,,,,,289.1032305995,-17.17709279855,,,,,,0.8489869197533465,289.1032528992241,-17.1771022970755,0.001,0.001,90.0,4.087737327300664e+18,289.1032492444,0.0358,-17.17721666135,0.0368,3.6248,0.0436,-0.8109999999999999,0.066,-26.561999999999998,0.062,False,178208.0,42.3083,12.561045,88948.6,162.465,12.978539,127915.0,141.119,11.994618,0.9839209999999999,42.66,1.59,3.0,5360.75,0.0985,0.046,0.86,0.556,0.010288,19162477-1710375,289.103235,-17.177108999999998,0.06,0.06,90.0,11.237438001063094,10.934860000628976,10.834844000405818,0.023501304533584705,0.024169403923928485,0.02108072418975384,AAA,222.0,0.0,2451319.7968,0.055930999999999995,8.738289103248778e+16,289.10324944,-17.17721224,0.01,0.006999999999999999,0.0,906289152.0,108.0,55713.08586806,3.0,72.0,12.918920004718007,,114724.0,12.47998000350967,,16420.0,12.294740002643318,,16420.0,12.195060002077371,,114724.0,12.168820001693815,0.008670489186968071,115000.0,0.393269,0.2030153846153846,0.4633076923076923,,,0.0002577336660017829,0.001981292972284345,0.001197150862963785,0.9379209999999999,0.3331695805473391,13.23625222382779,,12.66963588343654,,12.40404249031154,,12.2598225907443,,12.26079320985533,,0.05999999865889549,0.006090802624821659,10
205,219388192.0,,KTWO219388192-C07,7.0,9.0,289.391805,-16.871610999999998,LC,-1.2,1.4,-21.6,3.4,,,,,13.284,0.02,12.535,0.02,12.854,0.03,12.348,0.02,12.114,0.05,,,11.073,0.023,10.734000000000002,0.021,10.666,0.021,12.336,gri,,,,366-166973,19173402-1652177,AAA-222-111-000-0-0,0.999,0.0007,0.951,409.218,375.2,385.954,10.0,1.0,29.0,,,0.004,289.391805,-16.871610999999998,289.39175,-16.8715833,191734021652177.0,0.7,289.39179736200003,-16.8716091705,0.931043962485358,219388192.0,0.18787363604780494,289.39177368099996,-16.871596235250006,4.08778267784592e+18,289.3918,-16.87173,0.9,0.4900147623429163,289.39178026075,-16.8716296764375,289.39179551308,-16.87172666524,4.08778267784592e+18,1.0,0.3530912953518494,0.8827609906213395,289.3917973621856,-16.8716091705475,0.002,0.001,90.0,4.08778267784592e+18,289.39179551308,0.0505,-16.87172666524,0.0435,3.2506,0.0489,-0.41100000000000003,0.098,-27.289,0.083,False,215187.0,142.72899999999996,12.356326,108699.0,323.251,12.760823,153470.0,345.69300000000015,11.796861,0.9639629999999999,,,0.0,5365.0,0.285,0.14,1.06,0.835,0.027124000000000002,19173402-1652177,289.391774,-16.871597,0.06,0.06,90.0,11.056805792702363,10.724418716762216,10.65981813153997,0.024158939004924638,0.02145067962750249,0.021188776446195958,AAA,222.0,0.0,2451319.8063,0.118092,8.775289391776435e+16,289.39179706,-16.87172128,0.026000000000000002,0.023,0.0,637853696.0,76.0,55953.34778935,4.0,94.0,12.851130161128939,,114724.0,12.376536848116666,,16420.0,12.163734095390886,,16420.0,12.049355207387357,,98340.0,12.040297951536626,0.011780653698986683,16892216.0,0.397949,0.078,0.212,6054.93652344,304.8579101499999,0.0007199072092106836,0.003223990034915189,0.0024428834320729532,0.8239629999999999,0.14505640899735497,13.029474038764969,,12.462649666551219,,12.19505038881622,,12.0527476439849,,12.082488734349191,,0.020429175347089767,0.009326172508299351,10
